own_army_size,own_training_level,own_equipment_prestige,own_supplies,own_morale,own_fatigue,own_commander_skill,own_command_efficiency,own_technology_level,enemy_army_size,enemy_training_level,enemy_equipment_prestige,enemy_supplies,enemy_morale,enemy_fatigue,enemy_commander_skill,enemy_command_efficiency,enemy_technology_level,army_size_ratio (enemy/own),training_level_ratio (enemy/own),equipment_prestige_ratio (enemy/own),supplies_ratio (enemy/own),morale_ratio (enemy/own),fatigue_ratio (enemy/own),commander_skill_ratio (enemy/own),command_efficiency_ratio (enemy/own),technology_level_ratio (enemy/own),weather_condition,visibility,time_of_day,own_strategic_posture,enemy_strategic_posture,surprise_ambush_factor,home_territory_advantage,win_chance_%
7420,8.31,5.24,1528,3.65,5.44,2.2,8.43,4.67,7280,6.48,4.92,4558,4.37,8.85,4.63,6.16,1.43,0.981,0.78,0.939,2.983,1.197,1.627,2.105,0.731,0.306,Rain,Excellent,Afternoon,Defend,Defend,Full Ambush,No,82.3
501,6.16,7.02,4647,4.91,5.25,6.13,7.39,1.78,12114,2.08,0.96,5676,9.36,8.72,0.82,10.13,4.19,24.18,0.338,0.137,1.221,1.906,1.661,0.134,1.371,2.354,Storm,Good,Afternoon,Defend,Defend,Partial,Yes,17.6
9562,2.71,6.77,4674,3.62,8.93,3.52,3.64,2.59,8390,0.75,3.32,774,11.85,7.82,2.84,10.92,8.37,0.877,0.277,0.49,0.166,3.273,0.876,0.807,3.0,3.232,Clear,Very Low,Morning,Defend,Attack,None,Yes,80.6
8235,7.09,2.3,1624,2.99,6.73,1.97,8.53,4.44,11325,10.16,6.21,911,4.24,3.02,5.38,6.23,5.41,1.375,1.433,2.7,0.561,1.418,0.449,2.731,0.73,1.218,Clear,Excellent,Night,Attack,Attack,None,No,6.3
9088,7.41,6.7,4196,4.16,3.12,5.27,8.5,1.67,9866,3.77,7.92,2001,8.25,11.09,1.74,10.68,3.86,1.086,0.509,1.182,0.477,1.983,3.554,0.33,1.256,2.311,Rain,Moderate,Morning,Defend,Attack,None,Yes,73.2
649,9.87,4.64,2265,6.42,2.0,1.41,2.24,4.26,10518,6.8,0.72,4134,10.6,4.57,1.71,9.75,2.05,16.206,0.689,0.155,1.825,1.651,2.285,1.213,4.353,0.481,Cloudy,Excellent,Dawn,Attack,Attack,Partial,Yes,10.0
9372,5.87,5.18,3306,6.84,9.4,2.08,7.42,3.2,6706,2.22,11.16,1758,11.81,9.98,2.9,3.94,4.76,0.716,0.378,2.154,0.532,1.727,1.062,1.394,0.531,1.487,Rain,Low,Morning,Defend,Attack,Partial,No,55.3
8193,3.44,8.21,1739,3.68,2.38,2.97,3.63,8.78,12530,8.3,7.37,3562,7.15,7.96,6.71,2.68,9.44,1.529,2.413,0.898,2.048,1.943,3.345,2.259,0.738,1.075,Clear,Excellent,Afternoon,Defend,Defend,None,Yes,11.2
8454,7.15,3.99,2628,9.53,7.61,9.92,5.2,6.48,6796,1.12,10.1,1361,2.6,4.12,8.65,7.34,5.23,0.804,0.157,2.531,0.518,0.273,0.541,0.872,1.412,0.807,Storm,Very Low,Night,Attack,Attack,None,No,86.3
1386,9.81,2.32,1540,3.36,5.46,8.28,4.87,9.09,10645,10.12,2.62,5273,6.75,10.88,8.11,6.24,6.13,7.68,1.032,1.129,3.424,2.009,1.993,0.979,1.281,0.674,Cloudy,Good,Morning,Attack,Defend,None,Yes,1.0
7518,2.59,8.86,399,7.41,2.26,5.88,6.4,2.83,13080,7.02,7.72,2862,8.04,1.59,0.55,9.72,9.08,1.74,2.71,0.871,7.173,1.085,0.704,0.094,1.519,3.208,Fog,Moderate,Dusk,Attack,Attack,None,No,1.0
9619,3.93,2.91,783,1.73,7.99,3.09,4.12,1.73,9903,1.65,1.43,1498,6.01,7.37,5.65,10.94,2.14,1.03,0.42,0.491,1.913,3.474,0.922,1.828,2.655,1.237,Clear,Good,Night,Attack,Attack,None,Yes,31.3
6946,5.88,3.65,1524,6.98,9.14,5.67,1.66,4.19,7745,6.89,5.71,5591,4.04,8.03,5.53,8.35,10.68,1.115,1.172,1.564,3.669,0.579,0.879,0.975,5.03,2.549,Clear,Moderate,Midday,Defend,Defend,Partial,Yes,4.3
5920,2.53,7.36,4884,5.14,2.09,6.84,7.05,1.51,8019,5.32,8.52,1720,4.1,8.78,3.08,11.85,10.59,1.355,2.103,1.158,0.352,0.798,4.201,0.45,1.681,7.013,Cloudy,Good,Dusk,Attack,Attack,Full Ambush,Yes,85.5
9483,1.2,7.15,4832,6.12,1.6,1.04,9.65,8.95,10690,3.65,8.1,3660,9.71,7.21,7.35,3.4,5.22,1.127,3.042,1.133,0.757,1.587,4.506,7.067,0.352,0.583,Clear,Moderate,Midday,Defend,Attack,None,No,7.8
4708,4.03,8.2,4156,2.66,8.65,9.89,7.01,2.69,1564,8.25,3.19,304,11.61,2.64,3.46,3.57,8.72,0.332,2.047,0.389,0.073,4.365,0.305,0.35,0.509,3.242,Clear,Excellent,Midday,Attack,Defend,Full Ambush,No,99.0
6193,8.79,2.65,1239,4.9,5.51,6.64,5.86,2.27,9621,9.82,1.78,2208,8.42,7.51,11.88,1.04,6.17,1.554,1.117,0.672,1.782,1.718,1.363,1.789,0.177,2.718,Clear,Moderate,Dusk,Attack,Defend,None,Yes,47.2
5025,1.39,4.17,2264,7.9,7.07,9.89,2.47,8.09,5749,1.85,4.59,1253,5.73,8.78,8.49,2.44,1.48,1.144,1.331,1.101,0.553,0.725,1.242,0.858,0.988,0.183,Clear,Excellent,Night,Attack,Attack,None,No,91.9
9362,4.86,2.13,2255,7.9,4.97,5.22,6.63,7.41,2201,3.65,7.52,1827,4.16,10.28,11.04,8.59,1.93,0.235,0.751,3.531,0.81,0.527,2.068,2.115,1.296,0.26,Clear,Moderate,Morning,Defend,Attack,Partial,No,93.6
1223,7.86,5.87,1996,3.14,4.71,6.61,6.5,1.51,13705,2.34,1.53,6902,2.36,9.06,1.18,6.32,1.04,11.206,0.298,0.261,3.458,0.752,1.924,0.179,0.972,0.689,Clear,Moderate,Morning,Attack,Defend,Full Ambush,Yes,93.6
5261,9.58,3.63,320,4.17,3.7,5.15,6.57,5.59,7565,5.72,10.13,2622,3.93,1.33,4.88,4.78,0.95,1.438,0.597,2.791,8.194,0.942,0.359,0.948,0.728,0.17,Cloudy,Excellent,Night,Attack,Defend,Partial,Yes,49.8
7026,9.87,7.2,2719,1.03,6.07,1.09,9.03,5.04,6963,0.55,6.29,1086,0.7,7.19,1.45,9.32,11.63,0.991,0.056,0.874,0.399,0.68,1.185,1.33,1.032,2.308,Fog,Good,Dusk,Attack,Attack,Full Ambush,Yes,99.0
8023,4.8,1.0,457,1.81,2.44,8.65,7.45,4.48,8228,8.49,10.36,6914,4.36,8.4,7.77,8.64,2.23,1.026,1.769,10.36,15.129,2.409,3.443,0.898,1.16,0.498,Fog,Moderate,Morning,Defend,Defend,None,Yes,1.0
6039,9.55,1.54,4029,2.14,7.46,5.04,8.05,2.14,9414,0.99,7.96,2135,2.56,11.68,2.21,1.63,2.19,1.559,0.104,5.169,0.53,1.196,1.566,0.438,0.202,1.023,Storm,Low,Midday,Defend,Attack,None,Yes,89.5
9135,1.32,4.89,3487,3.64,5.94,5.24,3.82,8.09,3081,2.65,11.7,5205,0.79,2.01,3.78,8.66,9.07,0.337,2.008,2.393,1.493,0.217,0.338,0.721,2.267,1.121,Cloudy,Low,Midday,Defend,Attack,Full Ambush,Yes,74.1
9449,7.71,9.62,1828,7.83,8.63,4.24,3.43,3.16,9457,10.27,6.15,6202,1.87,3.76,6.33,5.62,7.45,1.001,1.332,0.639,3.393,0.239,0.436,1.493,1.638,2.358,Fog,Excellent,Midday,Attack,Defend,None,Yes,28.0
1111,6.78,9.02,3271,5.59,9.29,4.89,2.86,5.12,5416,9.9,8.85,2499,10.87,9.77,11.4,2.65,10.4,4.875,1.46,0.981,0.764,1.945,1.052,2.331,0.927,2.031,Rain,Low,Afternoon,Attack,Attack,Partial,Yes,1.0
4323,3.25,9.95,1242,8.13,9.11,7.53,8.01,8.93,10778,7.6,6.14,4534,3.63,7.34,11.32,7.88,8.94,2.493,2.338,0.617,3.651,0.446,0.806,1.503,0.984,1.001,Fog,Excellent,Morning,Attack,Attack,None,Yes,1.0
723,5.57,4.75,1400,7.79,6.41,7.31,7.29,3.86,11624,8.73,2.45,418,6.69,4.07,6.08,2.06,8.51,16.077,1.567,0.516,0.299,0.859,0.635,0.832,0.283,2.205,Rain,Low,Midday,Attack,Defend,None,Yes,6.3
3629,2.17,1.42,1639,6.28,3.87,8.28,4.08,1.32,311,6.89,1.53,2785,3.36,8.37,4.98,11.91,7.73,0.086,3.175,1.077,1.699,0.535,2.163,0.601,2.919,5.856,Clear,Excellent,Dusk,Attack,Defend,Partial,Yes,99.0
5600,8.84,3.75,4005,5.5,4.21,9.77,2.27,9.0,10802,5.01,3.21,6275,8.02,3.79,4.39,10.63,2.25,1.929,0.567,0.856,1.567,1.458,0.9,0.449,4.683,0.25,Fog,Moderate,Morning,Attack,Attack,Partial,Yes,59.0
9153,4.22,7.08,1132,9.38,6.87,4.52,8.62,5.45,5417,3.27,7.15,5619,2.34,2.6,11.53,3.21,8.8,0.592,0.775,1.01,4.964,0.249,0.378,2.551,0.372,1.615,Clear,Good,Dusk,Defend,Defend,Full Ambush,No,76.4
8542,6.63,2.22,2858,6.12,7.41,4.05,4.46,5.47,4695,10.95,10.08,1749,5.66,1.7,9.06,7.3,7.71,0.55,1.652,4.541,0.612,0.925,0.229,2.237,1.637,1.41,Cloudy,Excellent,Morning,Defend,Defend,Partial,Yes,26.1
1711,2.43,3.7,1082,5.35,2.45,5.44,2.71,5.96,5719,10.83,2.13,179,3.07,7.29,6.9,11.45,6.97,3.342,4.457,0.576,0.165,0.574,2.976,1.268,4.225,1.169,Rain,Good,Night,Defend,Attack,None,No,2.8
1384,2.86,1.51,1497,8.82,9.98,2.39,2.3,2.62,8719,10.79,11.13,4350,6.76,3.63,1.56,10.7,9.1,6.3,3.773,7.371,2.906,0.766,0.364,0.653,4.652,3.473,Fog,Good,Dusk,Defend,Attack,None,No,1.1
6098,9.93,5.27,1254,1.64,1.97,7.82,9.28,7.43,1895,10.99,6.0,883,1.64,8.04,2.21,4.78,1.94,0.311,1.107,1.139,0.704,1.0,4.081,0.283,0.515,0.261,Clear,Moderate,Night,Attack,Attack,None,Yes,98.6
5555,7.78,2.88,3261,6.9,6.46,6.23,2.17,3.08,10534,9.29,6.3,5711,7.25,8.88,10.35,7.64,9.04,1.896,1.194,2.188,1.751,1.051,1.375,1.661,3.521,2.935,Clear,Moderate,Night,Attack,Attack,None,Yes,1.0
3031,9.66,1.82,2681,2.02,5.78,2.9,4.24,3.71,6788,10.81,0.86,3290,8.9,9.95,11.57,8.8,10.56,2.24,1.119,0.473,1.227,4.406,1.721,3.99,2.075,2.846,Rain,Excellent,Morning,Attack,Attack,None,Yes,1.0
9045,3.66,4.7,3634,8.38,6.32,8.78,6.69,6.68,2566,10.52,11.65,2812,5.66,5.95,9.81,1.97,2.58,0.284,2.874,2.479,0.774,0.675,0.941,1.117,0.294,0.386,Cloudy,Moderate,Dawn,Attack,Attack,Full Ambush,No,94.3
9310,2.48,4.16,1178,8.13,5.8,6.57,4.67,7.75,7739,3.56,1.2,1768,11.43,2.45,5.44,6.38,8.54,0.831,1.435,0.288,1.501,1.406,0.422,0.828,1.366,1.102,Rain,Excellent,Dusk,Defend,Defend,None,Yes,55.6
4325,5.53,5.84,145,5.53,1.52,1.31,5.3,7.58,8697,10.21,3.84,3867,2.95,2.57,3.28,9.03,10.75,2.011,1.846,0.658,26.669,0.533,1.691,2.504,1.704,1.418,Fog,Good,Midday,Defend,Attack,None,No,3.1
8958,5.45,7.74,3434,6.95,9.96,2.77,8.22,1.75,5325,6.95,7.77,5749,1.64,4.55,2.06,0.88,1.94,0.594,1.275,1.004,1.674,0.236,0.457,0.744,0.107,1.109,Cloudy,Moderate,Night,Attack,Attack,None,No,91.8
4148,2.57,2.01,663,7.95,9.83,9.02,9.99,7.79,13515,6.48,7.88,3328,1.49,8.2,2.23,2.92,8.74,3.258,2.521,3.92,5.02,0.187,0.834,0.247,0.292,1.122,Clear,Low,Morning,Attack,Attack,None,No,1.7
7500,7.6,8.12,1307,5.35,5.72,4.43,5.2,6.96,10519,1.92,5.42,725,4.33,10.91,4.72,5.95,7.98,1.403,0.253,0.667,0.555,0.809,1.907,1.065,1.144,1.147,Storm,Excellent,Dusk,Defend,Defend,Partial,No,97.0
5021,4.26,1.24,1598,9.15,2.88,9.86,4.41,6.45,9988,10.29,10.49,3922,2.17,11.29,9.06,8.19,3.03,1.989,2.415,8.46,2.454,0.237,3.92,0.919,1.857,0.47,Clear,Excellent,Dusk,Attack,Defend,None,No,10.3
1665,2.68,4.99,3759,4.93,2.65,5.77,4.66,9.7,989,4.15,4.33,2321,0.61,3.34,8.77,11.91,3.88,0.594,1.549,0.868,0.617,0.124,1.26,1.52,2.556,0.4,Storm,Good,Afternoon,Attack,Defend,None,No,94.0
9315,3.99,6.29,3167,9.03,1.51,2.87,4.32,4.12,7624,2.92,2.28,3639,3.13,2.22,5.61,10.71,11.68,0.818,0.732,0.362,1.149,0.347,1.47,1.955,2.479,2.835,Fog,Moderate,Midday,Attack,Defend,Partial,Yes,93.3
4814,6.07,9.61,1003,6.24,6.51,6.35,5.26,7.15,12792,10.03,0.98,648,3.2,10.36,4.82,8.75,4.88,2.657,1.652,0.102,0.646,0.513,1.591,0.759,1.663,0.683,Clear,Moderate,Night,Attack,Defend,Partial,No,94.8
7478,7.54,6.17,3030,4.84,5.3,1.92,4.0,6.16,10091,0.8,2.07,567,1.95,8.43,5.02,3.98,11.58,1.349,0.106,0.335,0.187,0.403,1.591,2.615,0.995,1.88,Cloudy,Excellent,Night,Defend,Defend,Partial,No,99.0
3988,5.34,2.43,3570,1.04,4.75,8.27,5.16,4.49,3646,2.79,11.48,5160,4.95,5.3,9.72,11.58,4.1,0.914,0.522,4.724,1.445,4.76,1.116,1.175,2.244,0.913,Clear,Moderate,Afternoon,Defend,Attack,None,Yes,1.0
679,5.73,5.66,2006,3.66,5.73,6.65,9.51,8.09,12946,6.15,4.07,3446,11.53,1.8,2.11,9.06,1.52,19.066,1.073,0.719,1.718,3.15,0.314,0.317,0.953,0.188,Rain,Excellent,Dawn,Attack,Defend,Partial,No,2.3
1455,2.25,4.56,1305,8.81,8.86,9.68,3.58,4.63,5669,10.72,8.05,2882,11.03,4.83,2.06,8.28,9.81,3.896,4.764,1.765,2.208,1.252,0.545,0.213,2.313,2.119,Clear,Good,Afternoon,Defend,Attack,Full Ambush,Yes,1.7
5214,9.23,5.31,3427,4.86,1.64,7.21,6.87,6.03,13742,5.48,11.64,6680,0.72,0.62,1.7,10.42,10.57,2.636,0.594,2.192,1.949,0.148,0.378,0.236,1.517,1.753,Clear,Moderate,Morning,Defend,Attack,None,No,9.2
7055,9.36,2.77,3093,4.79,5.9,1.44,5.38,6.05,7782,2.48,10.69,1390,9.93,10.64,11.02,6.85,2.96,1.103,0.265,3.859,0.449,2.073,1.803,7.653,1.273,0.489,Fog,Good,Morning,Defend,Defend,None,No,23.2
3680,7.15,5.51,482,5.4,7.31,5.29,7.59,5.6,11842,6.13,6.3,6345,3.08,9.27,1.24,6.04,5.42,3.218,0.857,1.143,13.164,0.57,1.268,0.234,0.796,0.968,Fog,Good,Dusk,Attack,Attack,None,Yes,1.0
7107,1.16,2.35,3367,3.58,9.74,5.78,5.25,5.12,9257,7.73,1.47,5838,6.68,6.55,8.35,0.81,4.33,1.303,6.664,0.626,1.734,1.866,0.672,1.445,0.154,0.846,Cloudy,Good,Dusk,Attack,Attack,Full Ambush,Yes,35.4
7137,5.83,7.7,2494,5.42,7.66,9.25,2.44,2.51,4512,10.54,8.77,3735,5.87,6.71,6.03,6.89,10.91,0.632,1.808,1.139,1.498,1.083,0.876,0.652,2.824,4.347,Clear,Excellent,Midday,Defend,Defend,None,Yes,27.5
7187,6.66,6.35,3792,4.38,5.93,4.89,8.85,3.17,9877,9.78,2.02,3190,11.81,2.07,1.94,9.18,3.82,1.374,1.468,0.318,0.841,2.696,0.349,0.397,1.037,1.205,Rain,Good,Afternoon,Attack,Attack,None,Yes,45.4
5179,9.95,1.71,1035,9.18,7.9,6.34,7.08,2.11,342,9.44,2.2,916,7.42,10.96,5.56,1.25,8.43,0.066,0.949,1.287,0.885,0.808,1.387,0.877,0.177,3.995,Clear,Low,Afternoon,Defend,Defend,None,No,99.0
9191,9.96,9.01,1365,6.08,9.97,2.67,5.73,7.51,12561,6.16,10.61,2627,7.75,3.3,3.82,10.98,8.06,1.367,0.618,1.178,1.925,1.275,0.331,1.431,1.916,1.073,Cloudy,Low,Afternoon,Attack,Attack,None,Yes,7.1
5147,8.72,6.55,2762,8.51,9.0,3.2,8.48,7.7,14494,10.95,8.17,3812,11.25,1.75,5.72,8.96,4.15,2.816,1.256,1.247,1.38,1.322,0.194,1.787,1.057,0.539,Rain,Good,Afternoon,Attack,Attack,Full Ambush,Yes,12.5
4778,1.57,3.84,2460,7.18,1.8,5.94,9.79,6.75,3264,10.6,11.2,2503,2.35,9.83,10.8,7.88,4.93,0.683,6.752,2.917,1.017,0.327,5.461,1.818,0.805,0.73,Rain,Excellent,Midday,Attack,Attack,None,Yes,44.3
2394,9.58,1.41,1993,2.91,6.17,7.27,4.68,9.26,13278,9.26,11.52,6429,6.18,8.13,2.75,10.63,4.57,5.546,0.967,8.17,3.226,2.124,1.318,0.378,2.271,0.494,Rain,Low,Afternoon,Attack,Defend,None,No,1.0
3423,6.51,6.69,3756,8.81,8.08,4.92,4.18,3.38,2684,9.63,5.79,363,1.91,2.22,3.87,3.15,4.42,0.784,1.479,0.865,0.097,0.217,0.275,0.787,0.754,1.308,Cloudy,Excellent,Dusk,Attack,Defend,Partial,Yes,99.0
902,8.21,4.36,2867,1.79,7.05,4.89,7.78,8.39,7474,10.92,8.19,2147,1.76,0.55,9.96,6.98,4.68,8.286,1.33,1.878,0.749,0.983,0.078,2.037,0.897,0.558,Cloudy,Excellent,Midday,Defend,Defend,None,Yes,1.0
6519,4.66,9.17,3580,5.04,4.75,3.3,5.09,2.67,4530,4.44,8.03,6515,8.69,9.45,7.55,6.81,3.92,0.695,0.953,0.876,1.82,1.724,1.989,2.288,1.338,1.468,Clear,Excellent,Midday,Attack,Attack,Full Ambush,Yes,90.2
2861,3.88,1.31,851,3.15,3.9,7.28,1.77,1.61,3039,11.47,1.8,618,7.42,10.62,2.5,1.86,8.67,1.062,2.956,1.374,0.726,2.356,2.723,0.343,1.051,5.385,Clear,Excellent,Morning,Attack,Attack,None,Yes,33.8
3389,5.17,1.35,3672,5.84,6.64,1.05,4.19,1.0,11384,2.01,7.62,3288,1.79,8.03,11.18,5.29,5.86,3.359,0.389,5.644,0.895,0.307,1.209,10.648,1.263,5.86,Cloudy,Very Low,Midday,Defend,Defend,Partial,Yes,5.3
7823,2.32,9.54,2361,3.7,4.71,5.61,8.28,6.23,12138,10.6,1.77,5248,6.49,10.26,6.11,10.33,1.82,1.552,4.569,0.186,2.223,1.754,2.178,1.089,1.248,0.292,Clear,Very Low,Dusk,Defend,Defend,None,Yes,26.1
3609,4.21,9.68,265,7.51,4.53,1.03,7.36,8.01,12612,3.11,10.34,2400,11.4,8.17,11.38,10.41,10.49,3.495,0.739,1.068,9.057,1.518,1.804,11.049,1.414,1.31,Clear,Excellent,Night,Attack,Attack,None,No,1.0
2801,8.72,1.25,1249,9.43,8.53,6.34,8.77,8.41,325,6.9,11.18,5674,2.1,11.8,0.71,10.22,6.34,0.116,0.791,8.944,4.543,0.223,1.383,0.112,1.165,0.754,Fog,Low,Morning,Attack,Defend,None,Yes,99.0
2106,1.34,7.44,226,7.38,3.84,1.28,2.32,5.24,12748,7.11,4.97,1086,2.4,11.73,5.3,1.49,3.12,6.053,5.306,0.668,4.805,0.325,3.055,4.141,0.642,0.595,Clear,Moderate,Midday,Attack,Defend,None,Yes,2.4
7861,2.36,2.99,2339,4.2,6.8,9.46,3.2,1.53,961,11.27,8.48,6906,8.2,10.28,5.47,3.88,11.33,0.122,4.775,2.836,2.953,1.952,1.512,0.578,1.212,7.405,Cloudy,Excellent,Night,Defend,Attack,Full Ambush,Yes,29.2
1732,2.13,7.31,1697,6.4,8.86,5.3,2.93,1.32,6837,3.63,8.55,4521,3.11,7.99,4.11,8.44,1.62,3.947,1.704,1.17,2.664,0.486,0.902,0.775,2.881,1.227,Cloudy,Moderate,Night,Defend,Defend,Full Ambush,No,1.0
4811,4.63,8.82,4939,9.0,6.6,7.16,9.74,9.26,2794,5.35,1.08,2092,9.2,1.4,3.51,0.76,3.48,0.581,1.156,0.122,0.424,1.022,0.212,0.49,0.078,0.376,Clear,Moderate,Dawn,Attack,Attack,Partial,Yes,99.0
5316,9.97,1.91,4356,3.43,5.44,8.68,2.52,1.84,13619,2.16,2.38,538,11.09,9.69,2.91,3.61,4.45,2.562,0.217,1.246,0.124,3.233,1.781,0.335,1.433,2.418,Cloudy,Low,Dawn,Attack,Attack,None,Yes,92.4
7030,2.56,3.15,4146,2.06,1.32,3.12,6.38,8.06,8735,6.77,10.69,3922,0.59,8.78,7.4,4.15,5.39,1.243,2.645,3.394,0.946,0.286,6.652,2.372,0.65,0.669,Rain,Excellent,Midday,Defend,Defend,None,Yes,47.9
6516,2.31,1.22,2555,2.18,7.13,5.86,6.7,1.63,7133,5.0,2.78,4139,4.2,10.22,11.32,10.54,8.83,1.095,2.165,2.279,1.62,1.927,1.433,1.932,1.573,5.417,Clear,Good,Morning,Attack,Attack,Full Ambush,Yes,6.5
8202,9.24,1.39,4055,5.45,9.98,8.77,6.57,2.65,6774,5.61,9.22,3123,7.2,11.48,8.99,11.9,11.12,0.826,0.607,6.633,0.77,1.321,1.15,1.025,1.811,4.196,Rain,Moderate,Dusk,Attack,Defend,Full Ambush,No,35.6
925,8.94,1.27,1408,7.59,8.28,5.84,7.22,2.47,6186,1.3,7.31,6570,6.42,11.94,3.64,5.27,5.37,6.688,0.145,5.756,4.666,0.846,1.442,0.623,0.73,2.174,Fog,Good,Night,Defend,Defend,Partial,Yes,3.4
3316,1.29,8.21,2847,6.92,6.71,4.53,5.36,3.49,7214,10.08,8.71,2290,6.77,1.67,7.03,7.78,3.38,2.176,7.814,1.061,0.804,0.978,0.249,1.552,1.451,0.968,Cloudy,Excellent,Dusk,Attack,Attack,Full Ambush,No,1.0
3161,7.77,3.68,2025,5.09,5.22,4.32,1.75,4.65,8571,4.56,2.21,4078,8.44,0.6,8.44,6.91,5.42,2.711,0.587,0.601,2.014,1.658,0.115,1.954,3.949,1.166,Clear,Very Low,Morning,Attack,Attack,Partial,Yes,1.7
1887,6.9,5.44,940,7.56,3.02,4.46,7.31,2.12,12293,7.82,9.75,525,9.78,8.85,6.27,11.67,4.67,6.515,1.133,1.792,0.559,1.294,2.93,1.406,1.596,2.203,Clear,Good,Night,Attack,Defend,None,Yes,7.4
3247,7.91,8.09,456,6.71,7.23,6.54,3.53,9.76,3718,7.77,4.71,3228,3.72,10.66,7.31,10.91,9.04,1.145,0.982,0.582,7.079,0.554,1.474,1.118,3.091,0.926,Clear,Good,Dawn,Defend,Attack,Partial,No,9.3
3443,5.45,5.45,2835,6.65,2.6,1.41,1.68,1.02,12105,7.82,11.86,5506,9.12,7.06,7.23,6.03,2.55,3.516,1.435,2.176,1.942,1.371,2.715,5.128,3.589,2.5,Storm,Low,Midday,Attack,Defend,None,No,2.8
5458,9.92,4.86,578,2.82,8.98,4.74,2.53,7.95,12491,3.19,5.48,5245,1.38,1.19,8.54,7.73,9.97,2.289,0.322,1.128,9.074,0.489,0.133,1.802,3.055,1.254,Cloudy,Good,Dawn,Attack,Defend,Partial,Yes,3.0
6805,1.39,1.1,3618,3.81,4.19,6.05,3.58,5.74,12799,1.71,4.15,3371,8.58,9.69,5.51,0.74,11.74,1.881,1.23,3.773,0.932,2.252,2.313,0.911,0.207,2.045,Rain,Good,Afternoon,Attack,Attack,Partial,No,18.4
4120,3.11,6.11,4615,4.1,4.6,8.08,4.89,1.77,14135,1.31,2.15,6006,10.1,2.64,8.84,5.44,5.46,3.431,0.421,0.352,1.301,2.463,0.574,1.094,1.112,3.085,Rain,Good,Dawn,Attack,Defend,None,No,6.7
7335,4.57,2.12,894,8.27,2.94,5.77,8.75,2.08,14357,7.05,1.31,6652,11.22,6.05,10.63,6.02,9.55,1.957,1.543,0.618,7.441,1.357,2.058,1.842,0.688,4.591,Cloudy,Low,Dusk,Defend,Attack,None,No,2.5
3694,5.05,7.88,2408,7.98,5.33,9.34,5.83,6.31,1797,1.59,10.64,3067,7.89,4.77,3.76,0.67,10.49,0.486,0.315,1.35,1.274,0.989,0.895,0.403,0.115,1.662,Clear,Good,Dusk,Defend,Defend,None,No,99.0
3258,9.29,3.32,3720,3.27,7.12,4.99,5.25,3.84,13190,5.08,1.9,2485,4.13,6.18,4.01,2.14,2.89,4.048,0.547,0.572,0.668,1.263,0.868,0.804,0.408,0.753,Rain,Good,Night,Attack,Attack,None,No,38.2
5641,6.04,7.07,1506,1.5,3.73,6.86,2.72,5.05,12713,10.58,10.62,4453,8.01,2.29,4.82,6.74,4.65,2.254,1.752,1.502,2.957,5.34,0.614,0.703,2.478,0.921,Fog,Low,Morning,Defend,Defend,None,No,1.0
725,1.41,6.82,4612,7.91,7.32,1.16,9.63,5.94,5786,1.39,6.83,6986,2.53,8.24,2.82,9.32,6.51,7.981,0.986,1.001,1.515,0.32,1.126,2.431,0.968,1.096,Cloudy,Very Low,Afternoon,Defend,Attack,None,No,1.0
1258,4.67,6.55,4453,4.69,6.59,3.15,9.18,6.16,10432,7.98,8.12,327,8.52,5.2,11.61,10.91,2.8,8.293,1.709,1.24,0.073,1.817,0.789,3.686,1.188,0.455,Cloudy,Excellent,Afternoon,Defend,Attack,Partial,No,3.7
4471,4.75,3.4,608,2.98,4.35,8.34,8.34,6.24,13915,5.43,9.78,2597,10.58,4.92,6.14,1.49,1.39,3.112,1.143,2.876,4.271,3.55,1.131,0.736,0.179,0.223,Rain,Excellent,Midday,Defend,Defend,Full Ambush,Yes,30.4
9458,9.69,3.4,234,2.05,3.82,6.28,3.91,1.63,1552,10.39,6.73,3460,11.47,2.54,4.03,5.32,8.95,0.164,1.072,1.979,14.786,5.595,0.665,0.642,1.361,5.491,Rain,Good,Night,Attack,Attack,Full Ambush,No,6.6
7354,6.39,8.77,4885,1.12,8.75,9.52,6.05,7.66,5447,9.04,6.16,6862,2.63,7.63,7.39,8.68,0.92,0.741,1.415,0.702,1.405,2.348,0.872,0.776,1.435,0.12,Cloudy,Moderate,Night,Defend,Defend,None,Yes,79.3
1337,6.72,1.12,4787,4.85,1.11,7.78,4.5,3.64,14615,1.86,9.5,5789,7.61,8.09,9.4,9.07,4.95,10.931,0.277,8.482,1.209,1.569,7.288,1.208,2.016,1.36,Clear,Moderate,Dusk,Attack,Attack,None,No,1.2
8540,7.42,2.63,2169,4.06,7.44,5.05,4.63,2.03,8313,3.86,5.28,2116,11.79,1.43,4.26,1.41,11.74,0.973,0.52,2.008,0.976,2.904,0.192,0.844,0.305,5.783,Cloudy,Good,Night,Defend,Attack,Full Ambush,Yes,22.4
7457,7.93,6.49,348,7.27,4.76,8.01,1.65,1.92,1558,7.83,1.4,5491,7.71,9.97,2.53,4.54,4.37,0.209,0.987,0.216,15.779,1.061,2.095,0.316,2.752,2.276,Cloudy,Very Low,Midday,Defend,Attack,Partial,No,60.7
